"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,위도,경도,데이터기준일자
"제주특별자치도",제주특별자치도 제주시 구좌읍 김녕로 125,제주특별자치도 제주시 구좌읍 김녕리 2121,생활방범,5,,동부보건소 입구사거리,30,,064-728-2101,33.554938,126.751386,2021-01-06
"제주특별자치도",제주특별자치도 제주시 연무정길 60,제주특별자치도 제주시 건입동 1105-38,어린이보호,4,,제주동초 후문,30,,064-728-2101,33.514637,126.533272,2021-01-06
"제주특별자치도",제주특별자치도 제주시 노형로 379,제주특별자치도 제주시 노형동 2617-3,어린이보호,3,,노형초 정문,30,,064-728-2101,33.484062,126.476177,2021-01-06
"제주특별자치도",제주특별자치도 제주시 수덕3길 32,제주특별자치도 제주시 노형동 2617-3,어린이보호,4,,노형초 후문,30,,064-728-2101,33.484736,126.475372,2021-01-06
"제주특별자치도",제주특별자치도 제주시 관덕로7길 13,제주특별자치도 제주시 삼도이동 17-3,어린이보호,4,,제주북초 정문,30,,064-728-2101,33.514677,126.523004,2021-01-06
"제주특별자치도",제주특별자치도 제주시 무근성7길 39,제주특별자치도 제주시 삼도이동 1222-2,어린이보호,3,,제주북초 후문,30,,064-728-2101,33.515349,126.521742,2021-01-06
"제주특별자치도",제주특별자치도 제주시 월대2길 8,제주특별자치도 제주시 외도이동 251-1,어린이보호,3,,외도초 정문,30,,064-728-2101,33.493046,126.433761,2021-01-06
"제주특별자치도",제주특별자치도 제주시 월대4길 11,제주특별자치도 제주시 외도이동 235-1,어린이보호,4,,외도초 후문,30,,064-728-2101,33.492987,126.434943,2021-01-06
"제주특별자치도",제주특별자치도 제주시 태성로2길 27,제주특별자치도 제주시 일도이동 115-7,어린이보호,5,,동광초 서측,30,,064-728-2101,33.500770,126.547252,2021-01-06
"제주특별자치도",제주특별자치도 제주시 도남로8길 21,제주특별자치도 제주시 도남동 845-1,어린이보호,4,,도남초 정문,30,,064-728-2101,33.493549,126.526385,2021-01-06
"제주특별자치도",제주특별자치도 제주시 도남로10길 24,제주특별자치도 제주시 도남동 848-23,어린이보호,5,,도남초 후문,30,,064-728-2101,33.494365,126.525499,2021-01-06
"제주특별자치도",제주특별자치도 제주시 서광로11길 21,제주특별자치도 제주시 삼도일동 585-1,어린이보호,5,,제주중앙초 정문,30,,064-728-2101,33.502081,126.516457,2021-01-06
"제주특별자치도",제주특별자치도 제주시 서광로9길 40-1,제주특별자치도 제주시 삼도일동 585,어린이보호,4,,제주중앙초 후문,30,,064-728-2101,33.503171,126.514844,2021-01-06
"제주특별자치도",제주특별자치도 제주시 지석14길 13,제주특별자치도 제주시 삼양이동 2196-1,어린이보호,4,,삼양초 정문,30,,064-728-2101,33.520005,126.585431,2021-01-06
"제주특별자치도",제주특별자치도 제주시 성신로 36,제주특별자치도 제주시 연동 2335-2,어린이보호,4,,신광초 정문,30,,064-728-2101,33.492611,126.484531,2021-01-06
"제주특별자치도",제주특별자치도 제주시 도령로7길 20,제주특별자치도 제주시 연동 2335-2,어린이보호,5,,신광초 후문,30,,064-728-2101,33.490896,126.484141,2021-01-06
"제주특별자치도",제주특별자치도 제주시 선덕로4길 35,제주특별자치도 제주시 연동 336,어린이보호,4,,신제주초 운동장 동측,30,,064-728-2101,33.482245,126.498391,2021-01-06
"제주특별자치도",제주특별자치도 제주시 신대로21길 8,제주특별자치도 제주시 연동 336,어린이보호,4,,신제주초 운동장 서측,30,,064-728-2101,33.482307,126.497100,2021-01-06
"제주특별자치도",제주특별자치도 제주시 용담로 70,제주특별자치도 제주시 용담이동 603-102,어린이보호,4,,제주서초 정문,30,,064-728-2101,33.512525,126.510444,2021-01-06
"제주특별자치도",제주특별자치도 제주시 용담로 84-12,제주특별자치도 제주시 용담이동 603-3,어린이보호,4,,제주서초 후문,30,,064-728-2101,33.511480,126.511240,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한경면 두신로 80,제주특별자치도 제주시 한경면 신창리 1481,어린이보호,4,,한경면사무소 남측,30,,064-728-2101,33.350011,126.183115,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한림읍 한림로 615,제주특별자치도 제주시 한림읍 한림리 1379-11,어린이보호,3,,한림초 정문,30,,064-728-2101,33.411730,126.260203,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한림읍 한림로4길 15,제주특별자치도 제주시 한림읍 한림리 1383,어린이보호,4,,한림초 후문,30,,064-728-2101,33.411338,126.261879,2021-01-06
"제주특별자치도",제주특별자치도 제주시 도리로 131,제주특별자치도 제주시 도두일동 2428-1,어린이보호,4,,도리초 정문 동측 사거리1,30,,064-728-2101,33.501585,126.466243,2021-01-06
"제주특별자치도",제주특별자치도 제주시 도공로 53,제주특별자치도 제주시 도두일동 2612-43,어린이보호,4,,도리초 정문 동측 사거리2,30,,064-728-2101,33.501492,126.466451,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 광성로 284,제주특별자치도 제주시 애월읍 광령리 4227,어린이보호,3,,광령초 코리아태권도 맞은편,30,,064-728-2101,33.460791,126.437433,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 애월로 151,제주특별자치도 제주시 애월읍 애월리 549-2,어린이보호,4,,애월초 KT 분기국사,30,,064-728-2101,33.463651,126.323483,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 애월로 120,제주특별자치도 제주시 애월읍 애월리 1584-5,어린이보호,5,,애월초 아라약국,30,,064-728-2101,33.464364,126.320249,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 봉성로 72,제주특별자치도 제주시 애월읍 봉성리 3821-3,어린이보호,4,,어도초 농협 맞은편,30,,064-728-2101,33.419066,126.312552,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 하귀로 45,제주특별자치도 제주시 애월읍 하귀2리 1909-12,어린이보호,4,,하귀초 정문,30,,064-728-2101,33.480201,126.402021,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한림읍 한림로 819,제주특별자치도 제주시 한림읍 대림리 1147-2,어린이보호,3,,수원초 정문,30,,064-728-2101,33.425923,126.269620,2021-01-06
"제주특별자치도",제주특별자치도 제주시 남녕로 55,제주특별자치도 제주시 노형동 1072-1,어린이보호,4,,월랑초 정문 남측 삼거리,30,,064-728-2101,33.492202,126.479092,2021-01-06
"제주특별자치도",제주특별자치도 제주시 월랑북길 37,제주특별자치도 제주시 노형동 1297-1,어린이보호,5,,월랑초 후문 북측 사거리,30,,064-728-2101,33.492529,126.477223,2021-01-06
"제주특별자치도",제주특별자치도 제주시 연화로 49,제주특별자치도 제주시 노형동 754-3,어린이보호,4,,한라초 정문 남측 삼거리,30,,064-728-2101,33.477420,126.487142,2021-01-06
"제주특별자치도",제주특별자치도 제주시 연화로 33,제주특별자치도 제주시 노형동 754-2,어린이보호,5,,한라초 정문 북측 사거리,30,,064-728-2101,33.478781,126.487097,2021-01-06
"제주특별자치도",제주특별자치도 제주시 연화로 39,제주특별자치도 제주시 노형동 754-2,어린이보호,5,,한라초 정문 앞,30,,064-728-2101,33.478221,126.487158,2021-01-06
"제주특별자치도",제주특별자치도 제주시 연사길 43,제주특별자치도 제주시 오라이동 1384-1,어린이보호,4,,오라초 정문 동측 삼거리,30,,064-728-2101,33.489028,126.514108,2021-01-06
"제주특별자치도",제주특별자치도 제주시 연사길 61,제주특별자치도 제주시 오라이동 1373-3,어린이보호,4,,오라초 정문 서측 사거리,30,,064-728-2101,33.489186,126.512328,2021-01-06
"제주특별자치도",제주특별자치도 제주시 남광로 24,제주특별자치도 제주시 이도이동 538-18,어린이보호,4,,남광초 후문 사거리,30,,064-728-2101,33.493285,126.538590,2021-01-06
"제주특별자치도",제주특별자치도 제주시 남성로 153,제주특별자치도 제주시 삼도이동 811-21,어린이보호,5,,제주남초 정문 동측,30,,064-728-2101,33.509297,126.521634,2021-01-06
"제주특별자치도",제주특별자치도 제주시 남성로11길 16-6,제주특별자치도 제주시 용담일동 254-1,어린이보호,4,,한천초 운동장 남측 삼거리,30,,064-728-2101,33.506698,126.513199,2021-01-06
"제주특별자치도",제주특별자치도 제주시 용담로20길 38,제주특별자치도 제주시 용담일동 2583,어린이보호,5,,한천초 정문 북측 사거리,30,,064-728-2101,33.507221,126.512199,2021-01-06
"제주특별자치도",제주특별자치도 제주시 동광로3길 8,제주특별자치도 제주시 이도일동 1294,어린이보호,5,,광양초 정문 동측 사거리,30,,064-728-2101,33.502120,126.530565,2021-01-06
"제주특별자치도",제주특별자치도 제주시 동광로1길 20-7,제주특별자치도 제주시 이도일동 1294,어린이보호,4,,광양초 후문 서측 삼거리,30,,064-728-2101,33.502506,126.528726,2021-01-06
"제주특별자치도",제주특별자치도 제주시 서광로29길 34,제주특별자치도 제주시 이도일동 1650-1,어린이보호,4,,삼성초 정문 앞 삼거리,30,,064-728-2101,33.503069,126.526083,2021-01-06
"제주특별자치도",제주특별자치도 제주시 홍랑길 38-15,제주특별자치도 제주시 삼도일동 273,어린이보호,4,,삼성초 후문 앞 삼거리,30,,064-728-2101,33.503177,126.524632,2021-01-06
"제주특별자치도",제주특별자치도 제주시 신산로15길 36,제주특별자치도 제주시 일도이동 352,어린이보호,4,,인화초 정문,30,,064-728-2101,33.506864,126.538456,2021-01-06
"제주특별자치도",제주특별자치도 제주시 신산로13길 30,제주특별자치도 제주시 일도이동 446,어린이보호,4,,인화초 체육관 북측 삼거리,30,,064-728-2101,33.507696,126.536822,2021-01-06
"제주특별자치도",제주특별자치도 제주시 신산로4길 26,제주특별자치도 제주시 일도이동 1050-1,어린이보호,5,,일도초 정문 북측 사거리,30,,064-728-2101,33.510371,126.529442,2021-01-06
"제주특별자치도",제주특별자치도 제주시 신선서길 12,제주특별자치도 제주시 일도이동 1050-1,어린이보호,4,,일도초 후문 서측 삼거리,30,,064-728-2101,33.508837,126.529208,2021-01-06
"제주특별자치도",제주특별자치도 제주시 동화로1길 44,제주특별자치도 제주시 화북일동 29-5,어린이보호,3,,동화초 운동장 북측 단일로,30,,064-728-2101,33.519469,126.575533,2021-01-06
"제주특별자치도",제주특별자치도 제주시 동화로1길 47,제주특별자치도 제주시 화북일동 12-2,어린이보호,4,,동화초 정문 앞 삼거리,30,,064-728-2101,33.518456,126.576472,2021-01-06
"제주특별자치도",제주특별자치도 제주시 화남로 1,제주특별자치도 제주시 화북일동 3907-7,어린이보호,4,,화북초 정문 동측 삼거리,30,,064-728-2101,33.518137,126.563195,2021-01-06
"제주특별자치도",제주특별자치도 제주시 진남로2길 25,제주특별자치도 제주시 화북일동 3970-3,어린이보호,4,,화북초 후문 동측 삼거리,30,,064-728-2101,33.519980,126.563268,2021-01-06
"제주특별자치도",제주특별자치도 제주시 도평길 23,제주특별자치도 제주시 도평동 872-1,어린이보호,6,,도평초 정문,30,,064-728-2101,33.479987,126.447194,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구좌읍 동복로 62,제주특별자치도 제주시 구좌읍 동복리 1759,어린이보호,5,,동복분교 진입로 서측,30,,064-728-2101,33.552886,126.712908,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구좌읍 동복로2길 13,제주특별자치도 제주시 구좌읍 동복리 1759,어린이보호,5,,동복분교 동남교차로,30,,064-728-2101,33.551781,126.712752,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구좌읍 구좌로 64,제주특별자치도 제주시 구좌읍 세화리 3637,어린이보호,6,,세화초 정문,30,,064-728-2101,33.522248,126.858049,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구좌읍 종달로7길 8,제주특별자치도 제주시 구좌읍 종달리 4982,어린이보호,3,,종달초 정문,30,,064-728-2101,33.492063,126.896909,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구좌읍 일주동로 2841,제주특별자치도 제주시 구좌읍 한동리 1182-4,어린이보호,5,,한동초 정문 남측 사거리,30,,064-728-2101,33.537566,126.828976,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구좌읍 월정7길 2,제주특별자치도 제주시 구좌읍 월정리 101-3,어린이보호,4,,구좌중앙초 정문 동측,30,,064-728-2101,33.551208,126.798693,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구좌읍 김녕로 116,제주특별자치도 제주시 구좌읍 김녕리 2121,어린이보호,4,,김녕초 정문,30,,064-728-2101,33.554840,126.750568,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구좌읍 종달로 59,제주특별자치도 제주시 구좌읍 종달리 4982,어린이보호,6,,종달초 서측 사거리,30,,064-728-2101,33.492701,126.896463,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구좌읍 평대5길 1,제주특별자치도 제주시 구좌읍 평대리 3344,어린이보호,5,,평대초 정문,30,,064-728-2101,33.529187,126.839646,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구좌읍 하도3길 4,제주특별자치도 제주시 구좌읍 하도리 2322-5,어린이보호,3,,하도초 정문,30,,064-728-2101,33.517866,126.878097,2021-01-06
"제주특별자치도",제주특별자치도 제주시 수덕로 66,제주특별자치도 제주시 노형동 2584-1,어린이보호,7,,노형제1근린공원,30,,064-728-2101,33.486161,126.470467,2021-01-06
"제주특별자치도",제주특별자치도 제주시 정존5길 67,제주특별자치도 제주시 노형동 2584-1,어린이보호,4,,백록초 정문,30,,064-728-2101,33.486584,126.469677,2021-01-06
"제주특별자치도",제주특별자치도 제주시 해안마을길 75,제주특별자치도 제주시 해안동 1948,어린이보호,4,,해안초 정문,30,,064-728-2101,33.456605,126.454746,2021-01-06
"제주특별자치도",제주특별자치도 제주시 번영로 480,제주특별자치도 제주시 봉개동 2736,어린이보호,5,,봉개초 정문,30,,064-728-2101,33.491091,126.593229,2021-01-06
"제주특별자치도",제주특별자치도 제주시 중앙로 523,제주특별자치도 제주시 아라일동 6174,어린이보호,4,,아라초 정문 동측,30,,064-728-2101,33.476288,126.544655,2021-01-06
"제주특별자치도",제주특별자치도 제주시 아봉로 229,제주특별자치도 제주시 영평동 1830-5,어린이보호,4,,영평초 정문,30,,064-728-2101,33.477876,126.567507,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 천덕로 2,제주특별자치도 제주시 애월읍 곽지리 2495,어린이보호,5,,곽금초 사거리,30,,064-728-2101,33.447789,126.307175,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 납읍로2길 42-2,제주특별자치도 제주시 애월읍 납읍리 1505-1,어린이보호,4,,납읍초 정문,30,,064-728-2101,33.434879,126.330028,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 하가로 195,제주특별자치도 제주시 애월읍 하가리 1575-5,어린이보호,6,,더럭초 정문,30,,064-728-2101,33.453988,126.345961,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 장전로 125,제주특별자치도 제주시 애월읍 장전리 1797,어린이보호,7,,장전초 정문,30,,064-728-2101,33.450259,126.391032,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 일주서로 6767,제주특별자치도 제주시 애월읍 신엄리 3208,어린이보호,4,,구엄초 정문,30,,064-728-2101,33.473982,126.374658,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 하소로 178,제주특별자치도 제주시 애월읍 수산리 458-5,어린이보호,6,,물메초 진입로 삼거리,30,,064-728-2101,33.466381,126.392899,2021-01-06
"제주특별자치도",제주특별자치도 제주시 우평로 190,제주특별자치도 제주시 도평동 1405,어린이보호,5,,도평초 사거리,30,,064-728-2101,33.481383,126.446321,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구남로 13,제주특별자치도 제주시 이도이동 747,어린이보호,5,,이도초 명주빌라 사거리,30,,064-728-2101,33.489110,126.532201,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 일주동로 1488,제주특별자치도 제주시 조천읍 북촌리 2688,어린이보호,4,,북촌초 정문,30,,064-728-2101,33.547391,126.692764,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 신촌3길 1,제주특별자치도 제주시 조천읍 신촌리 4005,어린이보호,5,,신촌초 정문 서측 삼거리,30,,064-728-2101,33.533131,126.619129,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 신북로 200,제주특별자치도 제주시 조천읍 조천리 3147-1,어린이보호,6,,조천초 정문,30,,064-728-2101,33.535032,126.634463,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 신북로 592,제주특별자치도 제주시 조천읍 함덕리 954-37,어린이보호,6,,함덕초 해변교회,30,,064-728-2101,33.539867,126.672441,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 중산간동로 691,제주특별자치도 제주시 조천읍 대흘리 1651-3,어린이보호,6,,대흘초 동측 삼거리,30,,064-728-2101,33.498839,126.658770,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 함덕22길 28,제주특별자치도 제주시 조천읍 함덕리 287-2,어린이보호,4,,함덕초 후문,30,,064-728-2101,33.537548,126.672371,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한경면 고산로1길 14,제주특별자치도 제주시 한경면 고산리 2750-16,어린이보호,4,,고산초 정문,30,,064-728-2101,33.303625,126.177991,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한경면 중산간서로 3592,제주특별자치도 제주시 한경면 청수리 417-2,어린이보호,5,,저청초 정문,30,,064-728-2101,33.325672,126.251983,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한경면 고산로 25-1,제주특별자치도 제주시 한경면 고산리 2205-1,어린이보호,7,,고산우체국앞,30,,064-728-2101,33.303547,126.179432,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한림읍 귀덕14길 18,제주특별자치도 제주시 한림읍 귀덕리 4174,어린이보호,5,,귀덕초 복지회관,30,,064-728-2101,33.442374,126.294545,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한림읍 금악로 1-1,제주특별자치도 제주시 한림읍 금악리 3453-22,어린이보호,5,,금악초 사거리,30,,064-728-2101,33.357320,126.295716,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한림읍 일주서로 5873,제주특별자치도 제주시 한림읍 귀덕리 1018-5,어린이보호,4,,귀덕초 일광월광마트,30,,064-728-2101,33.443722,126.293625,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한림읍 금능길 119-10,제주특별자치도 제주시 한림읍 금능리 2031,어린이보호,6,,재릉초 정문 진입로,30,,064-728-2101,33.390295,126.237032,2021-01-06
"제주특별자치도",제주특별자치도 제주시 월랑북길 30-7,제주특별자치도 제주시 노형동 1297-2,어린이보호,3,,애육어린이집,30,,064-728-2101,33.491885,126.477773,2021-01-06
"제주특별자치도",제주특별자치도 제주시 노형로 393,제주특별자치도 제주시 노형동 1297-4,어린이보호,4,,노형초 정문 동측,30,,064-728-2101,33.484843,126.477028,2021-01-06
"제주특별자치도",제주특별자치도 제주시 아란5길 8,제주특별자치도 제주시 아라일동 6098,어린이보호,4,,아라초 후문,30,,064-728-2101,33.476222,126.542355,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 평화로 2751,제주특별자치도 제주시 애월읍 광령리 4227,어린이보호,6,,관광대유치원,30,,064-728-2101,33.449954,126.437662,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 하귀동남3길 27,제주특별자치도 제주시 애월읍 하귀1리 565,어린이보호,6,,하귀일초 정문,30,,064-728-2101,33.484239,126.415139,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 하귀동남3길 32,제주특별자치도 제주시 애월읍 하귀1리 565,어린이보호,5,,하귀일초 후문,30,,064-728-2101,33.484369,126.415376,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 평화로 2729,제주특별자치도 제주시 애월읍 광령리 4227,어린이보호,5,,영송학교 입구건너편,30,,064-728-2101,33.448345,126.436019,2021-01-06
"제주특별자치도",제주특별자치도 제주시 성신북길 10,제주특별자치도 제주시 연동 2335-4,어린이보호,6,,연동중부교회,30,,064-728-2101,33.491839,126.482669,2021-01-06
"제주특별자치도",제주특별자치도 제주시 선덕로4길 22,제주특별자치도 제주시 연동 336,어린이보호,5,,신제주초 후문 GS25,30,,064-728-2101,33.483504,126.498420,2021-01-06
"제주특별자치도",제주특별자치도 제주시 남광로4길 18,제주특별자치도 제주시 이도이동 1991-1,어린이보호,5,,103호,30,,064-728-2101,33.492189,126.539410,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구남로2길 12,제주특별자치도 제주시 이도이동 2038,어린이보호,5,,이도초 정문,30,,064-728-2101,33.487958,126.532947,2021-01-06
"제주특별자치도",제주특별자치도 제주시 연북로 607,제주특별자치도 제주시 이도이동 695-3,어린이보호,7,,영지학교 동측 제비표페인트,30,,064-728-2101,33.489550,126.543066,2021-01-06
"제주특별자치도",제주특별자치도 제주시 삼성로9길 23,제주특별자치도 제주시 일도이동 1038-1,어린이보호,3,,일도초 남측 그남자헤어숍,30,,064-728-2101,33.509390,126.530097,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 조와로 13,제주특별자치도 제주시 조천읍 조천리 2202-1,어린이보호,6,,조천삼일어린이집,30,,064-728-2101,33.534418,126.635771,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한림읍 한수풀로 30,제주특별자치도 제주시 한림읍 한림리 1309-3,어린이보호,4,,한림성모유치원1,30,,064-728-2101,33.417825,126.265815,2021-01-06
"제주특별자치도",제주특별자치도 제주시 동화로1길 57,제주특별자치도 제주시 화북일동 29-9,어린이보호,5,,88호1,30,,064-728-2101,33.517382,126.576380,2021-01-06
"제주특별자치도",제주특별자치도 제주시 문화마을길 5,제주특별자치도 제주시 건입동 1427-5,어린이보호,8,,교대부설초 정문,30,,064-728-2101,33.513456,126.553206,2021-01-06
"제주특별자치도",제주특별자치도 제주시 동문로 60,제주특별자치도 제주시 일도이동 1050-1,어린이보호,6,,제주동초 정문,30,,064-728-2101,33.513317,126.532982,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구좌읍 김녕로11길 13,제주특별자치도 제주시 구좌읍 김녕리 2121,어린이보호,1,,김녕초 후문,30,,064-728-2101,33.555525,126.749837,2021-01-06
"제주특별자치도",제주특별자치도 제주시 화삼로 47,제주특별자치도 제주시 도련일동 1966,어린이보호,5,,삼화제4근린공원,30,,064-728-2101,33.514342,126.578003,2021-01-06
